scientific_name,datetime,description,place_guess,latitude,longitude,tag_list,common_name,url,image_url,user_login,id,species_guess,iconic_taxon_name,taxon_id,num_identification_agreements,num_identification_disagreements,observed_on_string,observed_on,time_observed_at,time_zone,positional_accuracy,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,user_id,user_name,created_at,updated_at,quality_grade,license,sound_url,oauth_application_id,captive_cultivated
Colibri thalassinus,2023-07-26 14:36:00 -0600,,"Laguna Bermeja, Guatemala City, Guatemala",14.5668833902,-90.4367405567,,Mexican Violetear,https://www.inaturalist.org/observations/175106754,https://inaturalist-open-data.s3.amazonaws.com/photos/304282300/medium.jpg,gpasch,175106754,Mexican Violetear,Aves,508366,2,0,2023/07/26 2:36 PM,2023-07-26,2023-07-26 20:36:00 UTC,Central America,4,4,,open,false,,,773724,Grete Pasch,2023-07-26 21:30:00 UTC,2023-07-28 15:43:54 UTC,research,CC-BY-NC,,NA,false
Colibri thalassinus,2023-07-26 14:36:00 -0600,,"Laguna Bermeja, Guatemala City, Guatemala",14.5668833902,-90.4367405567,,Mexican Violetear,https://www.inaturalist.org/observations/175106746,https://inaturalist-open-data.s3.amazonaws.com/photos/304282097/medium.jpg,gpasch,175106746,Mexican Violetear,Aves,508366,2,0,2023/07/26 2:36 PM,2023-07-26,2023-07-26 20:36:00 UTC,Central America,4,4,,open,false,,,773724,Grete Pasch,2023-07-26 21:29:59 UTC,2023-07-28 15:45:22 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-07-26 07:24:00 -0500,,"Jardín Dodoísta, Bogotá, Colombia",4.6642570543,-74.1171455949,,Sparkling Violetear,https://www.inaturalist.org/observations/175099372,https://inaturalist-open-data.s3.amazonaws.com/photos/304271443/medium.jpeg,dodo_colombia,175099372,Colibrí Rutilante,Aves,6072,1,0,2023/07/26 7:24 AM,2023-07-26,2023-07-26 12:24:00 UTC,Bogota,50,50,,open,false,,,708723,Fundación Dodo Colombia,2023-07-26 20:40:06 UTC,2023-07-27 11:46:55 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-07-22 12:37:00 -0500,,"Bosque nublado de Chihuana, Tayacaja, Huancavelica",-12.0933052628,-74.5552370013,,Lesser Violetear,https://www.inaturalist.org/observations/175032601,https://inaturalist-open-data.s3.amazonaws.com/photos/304150603/medium.jpg,davidfbelmonte,175032601,Colibrí Chico​,Aves,508367,1,0,2023/07/22 12:37 PM,2023-07-22,2023-07-22 17:37:00 UTC,Quito,1833,1833,,,false,,,3807400,David F. Belmonte,2023-07-26 13:34:56 UTC,2023-08-01 20:33:24 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-07-25 12:25:18 -0500,,"La Carolina Park, Quito, Pichincha, EC",-0.1861366667,-78.4848783333,,Sparkling Violetear,https://www.inaturalist.org/observations/175020302,https://static.inaturalist.org/photos/304128803/medium.jpg,armandob,175020302,Sparkling Violetear,Aves,6072,1,0,2023-07-25 12:25:18-05:00,2023-07-25,2023-07-25 17:25:18 UTC,America/Guayaquil,23,23,,open,false,,,951611,Ryan T. Bennett,2023-07-26 12:06:04 UTC,2023-07-26 13:18:32 UTC,research,,,3,false
Colibri thalassinus,2012-08-11 17:18:00 -0600,"Hotel Cabaña Suiza, Pan-American Highway K 20.8, Mixco, Guatemala","Hotel Cabaña Suiza, Pan-American Highway K 20.8, Mixco, Guatemala",14.6172222,-90.6180556,,Mexican Violetear,https://www.inaturalist.org/observations/174982579,https://inaturalist-open-data.s3.amazonaws.com/photos/304057727/medium.jpg,brianahern,174982579,Mexican Violetear,Aves,508366,2,0,2012/08/11 5:18 PM,2012-08-11,2012-08-11 23:18:00 UTC,Central America,264,264,,open,false,,,5687068,Brian Ahern,2023-07-26 03:59:43 UTC,2023-07-27 17:24:27 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-07-25 09:16:45 -0500,,"Cuzco, PE",-13.3301654091,-72.0514604923,,Sparkling Violetear,https://www.inaturalist.org/observations/174958034,https://inaturalist-open-data.s3.amazonaws.com/photos/304010887/medium.jpg,nuh_cheema,174958034,Sparkling Violetear,Aves,6072,1,0,2023-07-25 09:16:45-05:00,2023-07-25,2023-07-25 14:16:45 UTC,Quito,41,41,,open,false,,,3722518,,2023-07-26 00:22:15 UTC,2023-07-26 13:21:03 UTC,research,CC-BY-NC,,3,false
Colibri thalassinus,2023-07-24 00:00:00 -0600,,"Distrito Federal, MX",19.260255,-99.203996,,Mexican Violetear,https://www.inaturalist.org/observations/174948793,https://inaturalist-open-data.s3.amazonaws.com/photos/303992283/medium.jpeg,kruguer_munguia,174948793,Colibrí orejas violetas,Aves,508366,1,0,2023-07-24,2023-07-24,,Mexico City,699,699,,open,false,,,5351896,Kruguer Photographs.,2023-07-25 23:08:25 UTC,2023-07-26 01:14:19 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2019-01-26 13:17:00 -0500,El Dorado Lodge,"Cerro Kenedy, Santa Marta, Magdalena, Colombia",11.101,-74.072,,Brown Violetear,https://www.inaturalist.org/observations/174945602,https://inaturalist-open-data.s3.amazonaws.com/photos/303985442/medium.jpg,sunny1az,174945602,Brown Violetear,Aves,6076,1,0,2019/01/26 1:17 PM,2019-01-26,2019-01-26 18:17:00 UTC,Bogota,NA,NA,,open,false,,,587132,,2023-07-25 22:41:30 UTC,2023-07-26 09:44:09 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2019-01-26 13:16:00 -0500,El Dorado Lodge,"Cerro Kenedy, Santa Marta, Magdalena, Colombia",11.101,-74.072,,Lesser Violetear,https://www.inaturalist.org/observations/174943804,https://inaturalist-open-data.s3.amazonaws.com/photos/303982146/medium.jpg,sunny1az,174943804,Lesser Violetear,Aves,508367,1,0,2019/01/26 1:16 PM,2019-01-26,2019-01-26 18:16:00 UTC,Bogota,NA,NA,,,false,,,587132,,2023-07-25 22:28:13 UTC,2023-07-26 01:32:01 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-07-09 10:45:00 -0500,,"Quito, Ecuador",0.0971714,-78.3600448,,Sparkling Violetear,https://www.inaturalist.org/observations/174838906,https://inaturalist-open-data.s3.amazonaws.com/photos/303790503/medium.jpeg,floriolusfloriolus,174838906,Großer Veilchenohrkolibri,Aves,6072,3,0,2023/07/09 10:45,2023-07-09,2023-07-09 15:45:00 UTC,America/Guayaquil,189,189,,open,false,,,2818064,Florian Bayer,2023-07-25 10:30:09 UTC,2023-08-10 18:09:57 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-07-23 09:46:00 -0500,,"Huarochirí Province, Peru",-11.9119713168,-76.4373553858,,Sparkling Violetear,https://www.inaturalist.org/observations/174805643,https://inaturalist-open-data.s3.amazonaws.com/photos/303718821/medium.jpg,brandon_o_a,174805643,Colibrí Rutilante,Aves,6072,1,0,2023/07/23 9:46 AM,2023-07-23,2023-07-23 14:46:00 UTC,Quito,188,188,,open,false,,,4968229,Brandon Ortiz Arenas,2023-07-25 03:41:48 UTC,2023-07-25 04:03:53 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-07-24 09:13:54 -0600,,"Monteverde Cloud Forest Reserve, Puntarenas, CR",10.3021666667,-84.7961883333,,Lesser Violetear,https://www.inaturalist.org/observations/174793272,https://inaturalist-open-data.s3.amazonaws.com/photos/303705169/medium.jpg,spidermanda,174793272,Lesser Violetear,Aves,508367,1,0,2023-07-24 09:13:54-06:00,2023-07-24,2023-07-24 15:13:54 UTC,America/Costa_Rica,4,4,,,false,,,1448336,Amanda Carlson,2023-07-25 01:59:31 UTC,2023-07-25 03:52:39 UTC,research,CC-BY-NC,,3,false
Colibri coruscans,2023-07-24 08:19:03 -0500,,"Cuzco, PE",-13.3299842254,-72.0510811495,,Sparkling Violetear,https://www.inaturalist.org/observations/174783786,https://inaturalist-open-data.s3.amazonaws.com/photos/303687253/medium.jpg,nuh_cheema,174783786,Sparkling Violetear,Aves,6072,1,0,2023-07-24 08:19:03-05:00,2023-07-24,2023-07-24 13:19:03 UTC,Quito,41,41,,open,false,,,3722518,,2023-07-25 00:43:01 UTC,2023-07-25 02:18:38 UTC,research,CC-BY-NC,,3,false
Colibri coruscans,2023-07-24 08:17:52 -0500,,"Cuzco, PE",-13.3301249758,-72.0516086357,,Sparkling Violetear,https://www.inaturalist.org/observations/174783710,https://inaturalist-open-data.s3.amazonaws.com/photos/303687193/medium.jpg,nuh_cheema,174783710,Sparkling Violetear,Aves,6072,1,0,2023-07-24 08:17:52-05:00,2023-07-24,2023-07-24 13:17:52 UTC,Quito,95,95,,open,false,,,3722518,,2023-07-25 00:42:26 UTC,2023-07-25 02:18:39 UTC,research,CC-BY-NC,,3,false
Colibri coruscans,2023-07-24 08:21:58 -0500,,"Cuzco, PE",-13.3307894152,-72.0506313797,,Sparkling Violetear,https://www.inaturalist.org/observations/174783618,https://inaturalist-open-data.s3.amazonaws.com/photos/303686931/medium.jpg,nuh_cheema,174783618,Sparkling Violetear,Aves,6072,1,0,2023-07-24 08:21:58-05:00,2023-07-24,2023-07-24 13:21:58 UTC,Quito,69,69,,open,false,,,3722518,,2023-07-25 00:41:34 UTC,2023-07-25 02:18:42 UTC,research,CC-BY-NC,,3,false
Colibri cyanotus,2023-07-23 18:14:00 -0600,,Costa Rica,10.3174314899,-84.8359666013,,Lesser Violetear,https://www.inaturalist.org/observations/174780332,https://static.inaturalist.org/photos/303682156/medium.jpg,secret-birder,174780332,Lesser Violetear,Aves,508367,1,0,2023-07-23 18:14:00-06:00,2023-07-23,2023-07-24 00:14:00 UTC,America/Costa_Rica,28,31199,obscured,,true,,,2013225,Secret?,2023-07-25 00:15:37 UTC,2023-07-25 03:54:54 UTC,research,,,3,false
Colibri coruscans,2023-07-19 13:16:00 -0500,,Santa Lucía Ecolodge,0.118406,-78.61208,,Sparkling Violetear,https://www.inaturalist.org/observations/174689797,https://inaturalist-open-data.s3.amazonaws.com/photos/303508492/medium.jpeg,holgerbeck,174689797,Sparkling Violetear,Aves,6072,1,0,2023/07/19 1:16 PM,2023-07-19,2023-07-19 18:16:00 UTC,America/Guayaquil,200,200,,open,false,,,1739120,Holger Beck,2023-07-24 14:59:57 UTC,2023-07-24 16:32:54 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-06-25 14:37:34 -0500,,La Corcova,7.141430597,-73.023126348900007,,Lesser Violetear,https://www.inaturalist.org/observations/174684797,https://static.inaturalist.org/photos/303503603/medium.jpeg,miguelangelleon,174684797,Colibrí Chico​,Aves,508367,1,0,2023-06-25 14:37:34,2023-06-25,2023-06-25 19:37:34 UTC,Bogota,153,153,,,false,gps,gps,4319763,Miguel Ángel Leon,2023-07-24 14:32:52 UTC,2023-08-17 13:40:33 UTC,research,,,2,false
Colibri cyanotus,2023-06-14 11:29:00 -0600,,"Provincia de Puntarenas, Monteverde, Costa Rica",10.2989417,-84.7681559,,Lesser Violetear,https://www.inaturalist.org/observations/174609222,https://inaturalist-open-data.s3.amazonaws.com/photos/303359401/medium.jpg,mztleca,174609222,Lesser Violetear,Aves,508367,1,0,2023/06/14 11:29 AM,2023-06-14,2023-06-14 17:29:00 UTC,America/Costa_Rica,210,210,,,false,,,1275563,,2023-07-24 02:12:31 UTC,2023-08-16 20:40:12 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-06-14 11:29:00 -0600,,"Provincia de Puntarenas, Monteverde, Costa Rica",10.2989417,-84.7681559,,Lesser Violetear,https://www.inaturalist.org/observations/174609221,https://inaturalist-open-data.s3.amazonaws.com/photos/303359362/medium.jpg,mztleca,174609221,Lesser Violetear,Aves,508367,1,0,2023/06/14 11:29 AM,2023-06-14,2023-06-14 17:29:00 UTC,America/Costa_Rica,210,210,,,false,,,1275563,,2023-07-24 02:12:31 UTC,2023-08-16 20:39:25 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2019-03-29 00:00:00 -0600,,"Monteverde Hummingbird Gallery, Provincia de Puntarenas, Monteverde, Costa Rica",10.3021653,-84.796256,,Lesser Violetear,https://www.inaturalist.org/observations/174605341,https://inaturalist-open-data.s3.amazonaws.com/photos/303354828/medium.jpg,greenjay6,174605341,Lesser Violetear,Aves,508367,1,0,2019/03/29,2019-03-29,,America/Costa_Rica,217,217,,,false,,,2033687,Jay Pruett,2023-07-24 01:45:17 UTC,2023-07-24 19:59:25 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2023-07-23 16:13:00 -0600,,"Santa Cruz de Yojoa, Honduras",14.8730849722,-87.9055999722,,Brown Violetear,https://www.inaturalist.org/observations/174596389,https://static.inaturalist.org/photos/303332849/medium.jpeg,pablobedrossian,174596389,Brauner Veilchenohrkolibri,Aves,6076,2,0,2023/07/23 4:13 PM,2023-07-23,2023-07-23 22:13:00 UTC,America/Tegucigalpa,NA,NA,,open,false,,,2936123,Pablo Bedrossian,2023-07-24 00:43:38 UTC,2023-07-24 20:12:52 UTC,research,,,NA,false
Colibri serrirostris,2023-07-23 12:00:00 -0300,,"Nova Lima, Minas Gerais, Brazil",-20.02340062,-43.8146118899,,White-vented Violetear,https://www.inaturalist.org/observations/174585955,https://inaturalist-open-data.s3.amazonaws.com/photos/303314438/medium.jpg,agujaceratops,174585955,Beija-flor-de-orelha-violeta,Aves,6083,1,0,2023/07/23 12:00 PM,2023-07-23,2023-07-23 15:00:00 UTC,Brasilia,NA,NA,,open,false,,,1992254,Jens N. Lallensack,2023-07-23 23:42:45 UTC,2023-07-23 23:44:59 UTC,research,CC0,,NA,false
Colibri delphinae,2011-07-10 14:14:00 -0500,,"283C+6H4, Tandayapa, Ecuador",0.0030069,-78.6785558,,Brown Violetear,https://www.inaturalist.org/observations/174565092,https://static.inaturalist.org/photos/303278838/medium.jpeg,eduardogelli,174565092,kolibřík fialovouchý,Aves,6076,1,0,2011/07/10 2:14 PM,2011-07-10,2011-07-10 19:14:00 UTC,America/Guayaquil,315,315,,open,false,,,2722688,Eduardo Gelli,2023-07-23 21:38:06 UTC,2023-07-23 21:46:35 UTC,research,,,NA,false
Colibri coruscans,2023-07-17 18:41:27 -0500,,"E28 Calacalí, vía Nanegalito km, Ecuador",0.0101138889,-78.5551986111,,Sparkling Violetear,https://www.inaturalist.org/observations/174563544,https://static.inaturalist.org/photos/303275880/medium.jpeg,naturesebas,174563544,Sparkling Violetear,Aves,6072,2,0,2023-07-17 18:41:27,2023-07-17,2023-07-17 23:41:27 UTC,America/Guayaquil,NA,NA,,open,false,gps,gps,1028190,Sebastián Vizcarra,2023-07-23 21:29:20 UTC,2023-07-24 02:12:37 UTC,research,,,2,false
Colibri cyanotus,2019-03-29 00:00:00 -0600,,"Monteverde Hummingbird Gallery, Provincia de Puntarenas, Monteverde, Costa Rica",10.3021653,-84.796256,,Lesser Violetear,https://www.inaturalist.org/observations/174534395,https://inaturalist-open-data.s3.amazonaws.com/photos/303218607/medium.jpg,greenjay6,174534395,Lesser Violetear,Aves,508367,1,0,2019/03/29,2019-03-29,,America/Costa_Rica,217,217,,,false,,,2033687,Jay Pruett,2023-07-23 19:05:02 UTC,2023-07-23 21:36:57 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2021-01-31 00:00:00 -0500,,Boquete,8.7772310711,-82.4481945857,,Lesser Violetear,https://www.inaturalist.org/observations/174525793,https://inaturalist-open-data.s3.amazonaws.com/photos/303205821/medium.jpeg,ctdbryantx,174525793,Colibrí Chico​,Aves,508367,1,0,2021-01-31,2021-01-31,,America/Panama,3166,3166,,,false,gps,gps,343056,Cindie T. Dillard,2023-07-23 18:21:22 UTC,2023-07-23 22:23:44 UTC,research,CC-BY-NC,,2,false
Colibri coruscans,2023-07-14 08:55:00 -0500,,"La Colon, Quito, Ecuador",-0.198430687,-78.486813473,,Sparkling Violetear,https://www.inaturalist.org/observations/174497018,https://inaturalist-open-data.s3.amazonaws.com/photos/303150551/medium.jpeg,tcriley,174497018,Sparkling Violetear,Aves,6072,2,0,2023/07/14 8:55 AM,2023-07-14,2023-07-14 13:55:00 UTC,America/Guayaquil,13,13,,open,false,,,4554435,TC Riley,2023-07-23 16:02:16 UTC,2023-07-31 17:31:38 UTC,research,CC-BY-NC,,NA,false
Colibri thalassinus,2015-10-31 02:53:00 -0600,,"Tlalpujahua, MX-MC, MX",19.8191041387,-100.2195905735,,Mexican Violetear,https://www.inaturalist.org/observations/174351489,https://inaturalist-open-data.s3.amazonaws.com/photos/302883538/medium.jpeg,gerardo_eusebio_valdes,174351489,Colibrí orejas violetas,Aves,508366,1,0,2015/10/31 2:53 AM,2015-10-31,2015-10-31 08:53:00 UTC,Mexico City,15,15,,open,false,,,315443,M. C. Gerardo Eusebio Valdes,2023-07-22 21:06:26 UTC,2023-07-25 21:48:58 UTC,research,CC-BY-NC,,NA,false
Colibri thalassinus,2023-07-15 09:00:00 -0600,,"Cd. de México, México",19.3192562975,-99.2802207165,,Mexican Violetear,https://www.inaturalist.org/observations/174215487,https://inaturalist-open-data.s3.amazonaws.com/photos/302634950/medium.jpg,nathanzrate,174215487,Mexican Violetear,Aves,508366,1,0,2023/07/15 9:00 AM,2023-07-15,2023-07-15 15:00:00 UTC,Mexico City,15,15,,open,false,,,446172,Nathan Zárate,2023-07-22 04:27:26 UTC,2023-07-22 23:46:53 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-07-10 16:22:00 -0500,,"Siempre Verde, Ecuador",0.3709785548,-78.4143891029,,Lesser Violetear,https://www.inaturalist.org/observations/174214393,https://inaturalist-open-data.s3.amazonaws.com/photos/302626595/medium.jpg,bosquenublado,174214393,Lesser Violetear,Aves,508367,2,0,2023/07/10 4:22 PM,2023-07-10,2023-07-10 21:22:00 UTC,America/Guayaquil,1437,1437,,,false,,,1020883,Alex Reynolds,2023-07-22 04:14:51 UTC,2023-08-10 18:11:34 UTC,research,CC-BY-NC,,NA,false
Colibri delphinae,2023-03-26 06:03:00 -0600,,"Provincia de Puntarenas, Coto Brus, Costa Rica",8.8654417208,-82.9587202997,,Brown Violetear,https://www.inaturalist.org/observations/174197966,https://inaturalist-open-data.s3.amazonaws.com/photos/302603050/medium.jpg,anvas21,174197966,Brown Violetear,Aves,6076,1,0,2023/03/26 6:03 AM,2023-03-26,2023-03-26 12:03:00 UTC,America/Costa_Rica,288,288,,open,false,,,7175246,Andrey Vasquez,2023-07-22 01:38:36 UTC,2023-07-22 03:46:29 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-07-09 13:51:00 -0500,,"Soacha, Cundinamarca, Colombia",4.5819362107,-74.2989559531,,Sparkling Violetear,https://www.inaturalist.org/observations/174031747,https://inaturalist-open-data.s3.amazonaws.com/photos/302290738/medium.jpeg,nesilvac,174031747,Colibrí Rutilante,Aves,6072,1,0,2023/07/09 1:51 PM,2023-07-09,2023-07-09 18:51:00 UTC,Bogota,331,331,,open,false,,,360454,Nurys Esperanza Silva Cantillo,2023-07-21 01:20:08 UTC,2023-07-23 14:48:38 UTC,research,CC-BY-NC,,NA,false
Colibri thalassinus,2023-07-15 14:12:00 -0600,,"Laguna Bermeja, Guatemala City, Guatemala",14.5672395676,-90.4367485823,,Mexican Violetear,https://www.inaturalist.org/observations/173790497,https://inaturalist-open-data.s3.amazonaws.com/photos/301845304/medium.jpg,gpasch,173790497,Mexican Violetear,Aves,508366,3,0,2023/07/15 2:12 PM,2023-07-15,2023-07-15 20:12:00 UTC,Central America,16,16,,open,false,,,773724,Grete Pasch,2023-07-19 16:36:30 UTC,2023-07-20 16:05:46 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-06-16 00:00:00 -0600,,"H53V+628, San José Province, San Gerardo de Dota, Costa Rica",9.5508808893,-83.8074874878,,Lesser Violetear,https://www.inaturalist.org/observations/173743423,https://static.inaturalist.org/photos/301762371/medium.jpeg,rhonda_lovett,173743423,Lesser Violetear,Aves,508367,1,0,2023-06-16,2023-06-16,,America/Costa_Rica,230,230,,,false,,,3840048,Rhonda Lovett,2023-07-19 10:50:18 UTC,2023-07-19 12:06:53 UTC,research,,,2,false
Colibri coruscans,2023-05-21 09:01:00 -0500,,"Manizales, Caldas, Colombia",5.0887972619,-75.5335809719,,Sparkling Violetear,https://www.inaturalist.org/observations/173704950,https://static.inaturalist.org/photos/301683453/medium.jpeg,miltongalvis,173704950,Colibrí Rutilante,Aves,6072,1,0,2023/05/21 9:01 AM,2023-05-21,2023-05-21 14:01:00 UTC,Bogota,16,16,,open,false,,,652810,Milton Galvis,2023-07-19 02:35:34 UTC,2023-07-20 01:21:39 UTC,research,,,NA,false
Colibri cyanotus,2023-07-07 15:17:00 -0600,,"Puntarenas Province, Monteverde, Costa Rica",10.2989417,-84.7681559,"2023, Birds, Central America, Costa Rica, Nature, Wildlife",Lesser Violetear,https://www.inaturalist.org/observations/173699273,https://inaturalist-open-data.s3.amazonaws.com/photos/301677237/medium.jpg,vmzphotos,173699273,Lesser Violetear,Aves,508367,1,0,2023/07/07 3:17 PM,2023-07-07,2023-07-07 21:17:00 UTC,America/Costa_Rica,210,210,,,false,,,503180,,2023-07-19 01:45:58 UTC,2023-07-19 04:11:20 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-07-07 15:05:00 -0600,,"Puntarenas Province, Monteverde, Costa Rica",10.2989417,-84.7681559,"2023, Birds, Central America, Costa Rica, Nature, Wildlife",Lesser Violetear,https://www.inaturalist.org/observations/173699260,https://inaturalist-open-data.s3.amazonaws.com/photos/301677007/medium.jpg,vmzphotos,173699260,Lesser Violetear,Aves,508367,1,0,2023/07/07 3:05 PM,2023-07-07,2023-07-07 21:05:00 UTC,America/Costa_Rica,210,210,,,false,,,503180,,2023-07-19 01:45:57 UTC,2023-07-19 04:12:28 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-07-07 15:01:00 -0600,,"Puntarenas Province, Monteverde, Costa Rica",10.2989417,-84.7681559,"2023, Birds, Central America, Costa Rica, Nature, Wildlife",Lesser Violetear,https://www.inaturalist.org/observations/173699255,https://inaturalist-open-data.s3.amazonaws.com/photos/301676958/medium.jpg,vmzphotos,173699255,Lesser Violetear,Aves,508367,1,0,2023/07/07 3:01 PM,2023-07-07,2023-07-07 21:01:00 UTC,America/Costa_Rica,210,210,,,false,,,503180,,2023-07-19 01:45:56 UTC,2023-07-19 04:12:43 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-07-07 15:00:00 -0600,,"Puntarenas Province, Monteverde, Costa Rica",10.2989417,-84.7681559,"2023, Birds, Central America, Costa Rica, Nature, Wildlife",Lesser Violetear,https://www.inaturalist.org/observations/173699254,https://inaturalist-open-data.s3.amazonaws.com/photos/301676907/medium.jpg,vmzphotos,173699254,Lesser Violetear,Aves,508367,1,0,2023/07/07 3:00 PM,2023-07-07,2023-07-07 21:00:00 UTC,America/Costa_Rica,210,210,,,false,,,503180,,2023-07-19 01:45:56 UTC,2023-07-19 04:12:47 UTC,research,CC-BY-NC,,NA,false
Colibri serrirostris,2016-09-11 07:55:00 -0300,,"Av. Ximango, 809 - Flávio Marques Lisboa, Belo Horizonte - MG",-20.00022,-43.9982218,,White-vented Violetear,https://www.inaturalist.org/observations/173692948,https://inaturalist-open-data.s3.amazonaws.com/photos/301663701/medium.jpeg,paulogcarvalho,173692948,Beija-flor-de-orelha-violeta,Aves,6083,3,0,2016/09/11 07:55,2016-09-11,2016-09-11 10:55:00 UTC,Brasilia,194,194,,open,false,,,3154854,Paulo Gonçalves Carvalho,2023-07-19 00:52:10 UTC,2023-07-20 23:44:51 UTC,research,CC-BY-NC,,NA,false
Colibri thalassinus,2023-07-16 09:02:00 -0600,,"Ejido, San Andrés Hueyacatitla.",19.2535083774,-98.5683149591,,Mexican Violetear,https://www.inaturalist.org/observations/173541640,https://inaturalist-open-data.s3.amazonaws.com/photos/301388433/medium.jpeg,marylozano,173541640,Mexican Violetear,Aves,508366,1,0,2023/07/16 9:02 AM,2023-07-16,2023-07-16 15:02:00 UTC,Mexico City,1939,1939,,open,false,,,4700428,Mary_Lozano,2023-07-18 04:16:15 UTC,2023-07-18 12:40:38 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-07-04 13:56:00 -0500,,"Cojitambo, Ecuador",-2.7594630000000002,-78.884262,,Sparkling Violetear,https://www.inaturalist.org/observations/173508681,https://inaturalist-open-data.s3.amazonaws.com/photos/301322303/medium.jpeg,bb_593,173508681,Sparkling Violetear,Aves,6072,1,0,2023/07/04 1:56 PM,2023-07-04,2023-07-04 18:56:00 UTC,America/Guayaquil,2167,2167,,open,false,,,2288892,B,2023-07-17 23:51:56 UTC,2023-07-18 16:18:06 UTC,research,CC-BY-NC,,NA,false
Colibri cyanotus,2023-07-15 11:42:00 -0500,,"X598+5F, Santo Domingo 20330, Perú",-5.0320932,-79.8337808,,Lesser Violetear,https://www.inaturalist.org/observations/173493596,https://inaturalist-open-data.s3.amazonaws.com/photos/301297086/medium.jpg,felix_yarleque16,173493596,Lesser Violetear,Aves,508367,1,0,2023/07/15 11:42 AM,2023-07-15,2023-07-15 16:42:00 UTC,Quito,215,215,,,false,,,6803747,Felix Yarlequé,2023-07-17 22:01:35 UTC,2023-07-18 01:19:29 UTC,research,CC-BY-NC,,NA,false
Colibri thalassinus,2023-06-25 08:28:00 -0600,"Sole Mexican Violetear found at this location while on a trip with local birding guide Roque Antonio Santiago. A complete checklist of birds seen can be found here:
https://ebird.org/checklist/S144858103","Camino Cuajimoloyas-Benito Juárez, Sierra Norte, Oaxaca, Mexico",17.107601,-96.463412,,Mexican Violetear,https://www.inaturalist.org/observations/173485545,https://inaturalist-open-data.s3.amazonaws.com/photos/301282801/medium.jpeg,rjadams55,173485545,Colibrí orejas violetas,Aves,508366,1,0,2023/06/25 8:28 AM,2023-06-25,2023-06-25 14:28:00 UTC,Mexico City,45,45,,open,false,,,108450,R.J. Adams,2023-07-17 21:13:57 UTC,2023-07-17 21:32:53 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-07-15 14:00:58 -0500,,"San Rafael, Ecuador",0.2010901997,-78.2352331997,,Sparkling Violetear,https://www.inaturalist.org/observations/173401766,https://static.inaturalist.org/photos/301132286/medium.jpeg,raul9910,173401766,Sparkling Violetear,Aves,6072,3,0,2023-07-15 14:00:58,2023-07-15,2023-07-15 19:00:58 UTC,America/Guayaquil,NA,NA,,open,false,,,5944660,Raul Ontaneda,2023-07-17 12:55:16 UTC,2023-08-10 18:11:58 UTC,research,,,2,false
Colibri thalassinus,2023-07-16 15:13:00 -0600,,"Bosque de Chapultepec II Secc, 11100 Ciudad de México, CDMX, México",19.4113316523,-99.1981808911,,Mexican Violetear,https://www.inaturalist.org/observations/173345173,https://inaturalist-open-data.s3.amazonaws.com/photos/301025526/medium.jpeg,mlbarbosat,173345173,Colibrí orejas violetas,Aves,508366,2,0,2023/07/16 3:13 PM,2023-07-16,2023-07-16 21:13:00 UTC,Mexico City,8,8,,open,false,,,2534831,Martín Barbosa,2023-07-17 02:40:23 UTC,2023-07-17 10:12:15 UTC,research,CC-BY-NC,,NA,false
Colibri coruscans,2023-06-14 11:22:49 -0500,,"Quito, Pichincha, EC",0.00825555,-78.6789166667,,Sparkling Violetear,https://www.inaturalist.org/observations/173046614,https://inaturalist-open-data.s3.amazonaws.com/photos/300475030/medium.jpg,casa_de_chaos,173046614,Sparkling Violetear,Aves,6072,1,0,2023-06-14 11:22:49-05:00,2023-06-14,2023-06-14 16:22:49 UTC,America/Guayaquil,4,4,,open,false,,,1802807,Jocele,2023-07-15 17:02:39 UTC,2023-07-15 23:21:25 UTC,research,CC-BY-NC,,3,false
